wl [micr]	MAD [ppm]
3.7126529216766357	9669.701478748128
3.723371982574463	9893.16083317404
3.7340598106384277	9721.385211197254
3.7447166442871094	10127.905528242387
3.755342483520508	10068.994433421352
3.765936851501465	9729.755798638662
3.776500940322876	10040.71437860965
3.787034749984741	10136.172051226966
3.7975385189056396	10385.116243562308
3.8080127239227295	10361.961114457308
3.8184571266174316	14649.267111248033
3.8288724422454834	10460.487359006398
3.8392584323883057	10449.136089757283
3.8496158123016357	10879.073797897765
3.8599443435668945	11199.00499492532
3.8702445030212402	10811.904199031109
3.880516290664673	13402.82815097349
3.8907597064971924	12430.0651121384
3.9009714126586914	14713.12695684457
3.9111549854278564	11624.73650942275
3.921311855316162	11457.60297241194
3.931441068649292	11601.133689051247
3.9415431022644043	11878.577937416867
3.9516189098358154	11892.25390251525
3.961667776107788	11460.774832911524
3.9716901779174805	11636.048713444814
3.981686592102051	11677.73660436966
3.991656541824341	11938.72822890496
4.001601219177246	12611.553837223122
4.011519432067871	11912.923835264655
4.0214128494262695	11801.333752199938
4.031280517578125	11960.96760220855
4.041122913360596	12081.872977633524
4.05094051361084	12779.33487658145
4.060733795166016	12614.423345675974
4.070501804351807	12053.579505370448
4.080245494842529	12540.379614335185
4.089964389801025	13105.611779574478
4.099659442901611	12700.36114412998
4.109330654144287	13113.987590332554
4.1189775466918945	13030.39083914892
4.128602504730225	12920.813954683363
4.1382060050964355	13274.281000232424
4.1477861404418945	13116.420745476476
4.15734338760376	12820.414925224011
4.166877269744873	12859.244105823065
4.176388740539551	12475.41148936615
4.185876846313477	13355.803863443372
4.195343017578125	13569.246782461187
4.2047858238220215	13173.042396643186
4.214206218719482	13219.640416637923
4.223604202270508	13626.68745487372
4.232980728149414	12975.034552104358
4.242335319519043	13651.428638236208
4.251668453216553	14168.044581059135
4.260980129241943	13882.82905026017
4.270269870758057	13736.379559549316
4.279537677764893	13958.947914162523
4.288784980773926	14608.479987811452
4.298010349273682	13975.937557105799
4.307215213775635	17600.2856382812
4.316400051116943	43527.560305473664
4.325563430786133	17971.303613424916
4.334705829620361	14912.300403208234
4.343828201293945	14887.06851574384
4.352930068969727	15032.323838526374
4.3620123863220215	16337.305542090564
4.3710784912109375	16494.010812768243
4.380125045776367	17094.205367225168
4.389150619506836	16803.98571723374
4.39815616607666	16250.391655252883
4.407142639160156	15362.766633086112
4.416110038757324	15662.59809981707
4.425057888031006	15879.604160992434
4.433985710144043	15705.67440095194
4.44289493560791	15709.84479167392
4.451785087585449	16221.149117292332
4.460656642913818	16325.402911925969
4.469508171081543	16936.733149925276
4.478341102600098	16408.635763247137
4.487155914306641	17579.939428261194
4.495952606201172	17622.11526400026
4.504730701446533	17170.558720106754
4.513489723205566	16770.269331040756
4.522230625152588	16918.719060730724
4.530953884124756	16891.0686774012
4.539659023284912	17687.776472687267
4.548345565795898	16965.36829923656
4.5570149421691895	17155.885560358853
4.565667152404785	18382.821332094012
4.574300765991211	17817.12972134408
4.582916736602783	18125.74263559741
4.591516017913818	18542.602700934996
4.600096702575684	22724.187782925175
4.6086578369140625	17875.863728439857
4.617202281951904	17978.310856732405
4.625730037689209	18381.558853075243
4.634241104125977	19024.810754036058
4.642734527587891	18368.10280581902
4.651211738586426	18682.632100535
4.659671783447266	18850.976358326665
4.668115139007568	18304.169269249825
4.67654275894165	19001.65903892015
4.684953689575195	18853.36010044658
4.693347454071045	18938.67531108584
4.701725959777832	20534.00520562776
4.710088729858398	19219.937070544813
4.718433856964111	19570.830495722723
4.726763725280762	26846.2115158834
4.735077857971191	20227.5041210912
4.743375301361084	20524.74385972325
4.751657962799072	20197.12879884639
4.75992488861084	19703.631571571732
4.7681756019592285	18879.06007385043
4.776411533355713	24861.05220079371
4.784631729125977	19911.32193270384
4.7928361892700195	20018.9053894162
4.801025867462158	20814.267886226866
4.809199810028076	21007.829628647112
4.81735897064209	19866.122591370106
4.825503349304199	20263.52866225134
4.83363151550293	20246.104324339263
4.8417463302612305	30410.675467933634
4.849845886230469	20500.659552785684
4.8579301834106445	21811.6780393105
4.866000652313232	21835.167555984026
4.8740553855896	20882.43802913614
4.882096290588379	20115.660679924764
4.890122890472412	22091.068567745566
4.898134231567383	21863.503481163836
4.906132221221924	21718.040102143066
4.9141154289245605	22716.21519472744
4.922084331512451	22162.856557269683
4.930039405822754	23199.998158459413
4.937979698181152	22663.07792299238
4.945907115936279	21968.034822547943
4.953819751739502	22636.171954247166
4.961718559265137	23073.430633662185
4.969604015350342	21975.80273563604
4.977475166320801	21844.598378905066
4.9853339195251465	23141.08527633829
4.9931769371032715	24236.253284111055
5.001008033752441	23673.85487963325
5.008824348449707	23582.83414689144
5.016628265380859	25201.61288937861
5.024418830871582	23670.453153930903
5.032195568084717	23833.745273573735
5.039959907531738	23871.600200402245
5.0477094650268555	23243.228715586374
5.055447578430176	26157.738394105843
5.06317138671875	29463.729508168555
5.070882797241211	23712.52599693041
5.078579902648926	24886.329225301208
5.0862650871276855	26330.700205556168
5.093936920166016	35602.853418405524
5.101596355438232	26701.232578606683
5.109242916107178	25475.848667604438
5.116876602172852	36724.15862297285
5.124497890472412	25465.952234005606
5.132106304168701	26317.32133390441
5.139702796936035	27601.53674302446
5.147286415100098	25377.324956141976
5.154858112335205	26285.78619595645
5.162416934967041	34131.254817208246
5.169963836669922	28096.42344576635
5.177497863769531	29605.2679279335
5.185020446777344	27846.750969165223
5.192530632019043	26271.771959610058
5.200029373168945	29395.461318467707
5.207514762878418	28586.966093304465
5.21498966217041	26976.700988697867
5.2224507331848145	27778.813403341428
5.2299017906188965	27490.838230129655
5.237339496612549	27631.704524011315
5.244767189025879	31045.505707878452
5.252181053161621	28718.539978178636
5.259585380554199	28304.60929752243
5.266976833343506	30748.62221563768
5.274356842041016	30567.40423603488
5.2817254066467285	27705.955565911932
5.289082050323486	28025.030089768643
5.296428203582764	28392.80832072999
